Country;GDP - per capita (PPP) ;
;;
Afghanistan ;"$1,100 (2013 est.) 
$1,100 (2012 est.) 
$1,000 (2011 est.) 
note: data are in 2013 US dollars ";1,100
;;#VALUE!
Albania ;"$10,700 (2013 est.) 
$10,400 (2012 est.) 
$9,900 (2011 est.) 
note: data are in 2013 US dollars ";10,700
;;#VALUE!
Algeria ;"$7,500 (2013 est.) 
$7,400 (2012 est.) 
$7,300 (2011 est.) 
note: data are in 2013 US dollars ";7,500
;;#VALUE!
American Samoa ;"$8,000 (2007 est.) 
$5,800 (2005 est.) ";8,000
;;#VALUE!
Andorra ;"$37,200 (2011 est.) 
$37,700 (2010 est.) 
$37,900 (2009 est.) ";37,200
;;#VALUE!
Angola ;"$6,300 (2013 est.) 
$6,200 (2012 est.) 
$6,000 (2011 est.) 
note: data are in 2013 US dollars ";6,300
;;#VALUE!
Anguilla ;$12,200 (2008 est.) ;12,200
;;#VALUE!
Antigua and Barbuda ;"$18,400 (2013 est.) 
$18,100 (2012 est.) 
$17,800 (2011 est.) 
note: data are in 2013 US dollars ";18,400
;;#VALUE!
Argentina ;"$18,600 (2013 est.) 
$18,200 (2012 est.) 
$18,000 (2011 est.) 
note: data are in 2013 US dollars ";18,600
;;#VALUE!
Armenia ;"$6,300 (2013 est.) 
$6,000 (2012 est.) 
$5,600 (2011 est.) 
note: data are in 2013 US dollars ";6,300
;;#VALUE!
Aruba ;$25,300 (2011 est.) ;25,300
;;#VALUE!
Australia ;"$43,000 (2013 est.) 
$42,500 (2012 est.) 
$41,700 (2011 est.) 
note: data are in 2013 US dollars ";43,000
;;#VALUE!
Austria ;"$42,600 (2013 est.) 
$42,500 (2012 est.) 
$42,300 (2011 est.) 
note: data are in 2013 US dollars ";42,600
;;#VALUE!
Azerbaijan ;"$10,800 (2013 est.) 
$10,500 (2012 est.) 
$10,400 (2011 est.) 
note: data are in 2013 US dollars ";10,800
;;#VALUE!
Bahamas, The ;"$32,000 (2013 est.) 
$31,800 (2012 est.) 
$31,500 (2011 est.) 
note: data are in 2013 US dollars ";32,000
;;#VALUE!
Bahrain ;"$29,800 (2013 est.) 
$29,100 (2012 est.) 
$28,300 (2011 est.) 
note: data are in 2013 US dollars ";29,800
;;#VALUE!
Bangladesh ;"$2,100 (2013 est.) 
$2,000 (2012 est.) 
$1,900 (2011 est.) 
note: data are in 2013 US dollars ";2,100
;;#VALUE!
Barbados ;"$25,100 (2013 est.) 
$25,400 (2012 est.) 
$25,400 (2011 est.) 
note: data are in 2013 US dollars ";25,100
;;#VALUE!
Belarus ;"$16,100 (2013 est.) 
$15,700 (2012 est.) 
$15,400 (2011 est.) 
note: data are in 2013 US dollars ";16,100
;;#VALUE!
Belgium ;"$37,800 (2013 est.) 
$38,000 (2012 est.) 
$38,400 (2011 est.) 
note: data are in 2013 US dollars ";37,800
;;#VALUE!
Belize ;"$8,800 (2013 est.) 
$8,800 (2012 est.) 
$8,500 (2011 est.) 
note: data are in 2013 US dollars ";8,800
;;#VALUE!
Benin ;"$1,600 (2013 est.) 
$1,600 (2012 est.) 
$1,500 (2011 est.) 
note: data are in 2013 US dollars ";1,600
;;#VALUE!
Bermuda ;$86,000 (2011 est.) ;86,000
;;#VALUE!
Bhutan ;"$7,000 (2013 est.) 
$6,700 (2012 est.) 
$6,100 (2011 est.) 
note: data are in 2013 US dollars ";7,000
;;#VALUE!
Bolivia ;"$5,500 (2013 est.) 
$5,200 (2012 est.) 
$4,900 (2011 est.) 
note: data are in 2013 US dollars ";5,500
;;#VALUE!
Bosnia and Herzegovina ;"$8,300 (2013 est.) 
$8,200 (2012 est.) 
$8,300 (2011 est.) 
note: data are in 2013 US dollars ";8,300
;;#VALUE!
Botswana ;"$16,400 (2013 est.) 
$15,900 (2012 est.) 
$15,500 (2011 est.) 
note: data are in 2013 US dollars ";16,400
;;#VALUE!
Brazil ;"$12,100 (2013 est.) 
$11,900 (2012 est.) 
$11,900 (2011 est.) 
note: data are in 2013 US dollars ";12,100
;;#VALUE!
British Virgin Islands ;$42,300 (2010 est.) ;42,300
;;#VALUE!
Brunei ;"$54,800 (2013 est.) 
$54,900 (2012 est.) 
$55,200 (2011 est.) 
note: data are in 2013 US dollars ";54,800
;;#VALUE!
Bulgaria ;"$14,400 (2013 est.) 
$14,300 (2012 est.) 
$14,100 (2011 est.) 
note: data are in 2013 US dollars ";14,400
;;#VALUE!
Burkina Faso ;"$1,500 (2013 est.) 
$1,400 (2012 est.) 
$1,300 (2011 est.) 
note: data are in 2013 US dollars ";1,500
;;#VALUE!
Burma ;"$1,700 (2013 est.) 
$1,600 (2012 est.) 
$1,600 (2011 est.) 
note: data are in 2013 US dollars ";1,700
;;#VALUE!
Burundi ;"$600 (2013 est.) 
$600 (2012 est.) 
$600 (2011 est.) 
note: data are in 2013 US dollars ";600
;;#VALUE!
Cabo Verde ;"$4,400 (2013 est.) 
$4,400 (2012 est.) 
$4,400 (2011 est.) 
note: data are in 2013 US dollars ";4,400
;;#VALUE!
Cambodia ;"$2,600 (2013 est.) 
$2,400 (2012 est.) 
$2,300 (2011 est.) 
note: data are in 2013 US dollars ";2,600
;;#VALUE!
Cameroon ;"$2,400 (2013 est.) 
$2,400 (2012 est.) 
$2,300 (2011 est.) 
note: data are in 2013 US dollars ";2,400
;;#VALUE!
Canada ;"$43,100 (2013 est.) 
$42,900 (2012 est.) 
$42,700 (2011 est.) 
note: data are in 2013 US dollars ";43,100
;;#VALUE!
Cayman Islands ;$43,800 (2004 est.) ;43,800
;;#VALUE!
Central African Republic ;"$700 (2013 est.) 
$900 (2012 est.) 
$800 (2011 est.) 
note: data are in 2013 US dollars ";700
;;#VALUE!
Chad ;"$2,500 (2013 est.) 
$2,500 (2012 est.) 
$2,400 (2011 est.) 
note: data are in 2013 US dollars ";2,500
;;#VALUE!
Chile ;"$19,100 (2013 est.) 
$18,500 (2012 est.) 
$17,600 (2011 est.) 
note: data are in 2013 US dollars ";19,100
;;#VALUE!
China ;"$9,800 (2013 est.) 
$9,100 (2012 est.) 
$8,300 (2011 est.) 
note: data are in 2013 US dollars ";9,800
;;#VALUE!
Colombia ;"$11,100 (2013 est.) 
$10,800 (2012 est.) 
$10,500 (2011 est.) 
note: data are in 2013 US dollars ";11,100
;;#VALUE!
Comoros ;"$1,300 (2013 est.) 
$1,300 (2012 est.) 
$1,300 (2011 est.) 
note: data are in 2013 US dollars ";1,300
;;#VALUE!
Congo, Democratic Republic of the ;"$400 (2013 est.) 
$400 (2012 est.) 
$400 (2011 est.) 
note: data are in 2013 US dollars ";400
;;#VALUE!
Congo, Republic of the ;"$4,800 (2013 est.) 
$4,700 (2012 est.) 
$4,600 (2011 est.) 
note: data are in 2013 US dollars ";4,800
;;#VALUE!
Cook Islands ;$9,100 (2005 est.) ;9,100
;;#VALUE!
Costa Rica ;"$12,900 (2013 est.) 
$12,700 (2012 est.) 
$12,200 (2011 est.) 
note: data are in 2013 US dollars ";12,900
;;#VALUE!
Cote d'Ivoire ;"$1,800 (2013 est.) 
$1,700 (2012 est.) 
$1,600 (2011 est.) 
note: data are in 2013 US dollars ";1,800
;;#VALUE!
Croatia ;"$17,800 (2013 est.) 
$17,900 (2012 est.) 
$18,200 (2011 est.) 
note: data are in 2013 US dollars ";17,800
;;#VALUE!
Cuba ;"$10,200 (2010 est.) 
$10,000 (2009 est.) 
$10,000 (2008 est.) 
note: data are in 2010 US dollars ";10,200
;;#VALUE!
Curacao ;$15,000 (2004 est.) ;15,000
;;#VALUE!
Cyprus ;"$24,500 (2013 est.) 
$27,200 (2012 est.) 
$28,200 (2011 est.) 
note: data are in 2013 US dollars ";24,500
;;#VALUE!
Czech Republic ;"$26,300 (2013 est.) 
$26,500 (2012 est.) 
$28,300 (2011 est.) 
note: data are in 2013 US dollars ";26,300
;;#VALUE!
Denmark ;"$37,800 (2013 est.) 
$37,800 (2012 est.) 
$38,100 (2011 est.) 
note: data are in 2013 US dollars ";37,800
;;#VALUE!
Djibouti ;"$2,700 (2013 est.) 
$2,700 (2012 est.) 
$2,600 (2011 est.) 
note: data are in 2013 US dollars ";2,700
;;#VALUE!
Dominica ;"$14,300 (2013 est.) 
$14,200 (2012 est.) 
$14,400 (2011 est.) 
note: data are in 2013 US dollars ";14,300
;;#VALUE!
Dominican Republic ;"$9,700 (2013 est.) 
$9,700 (2012 est.) 
$9,500 (2011 est.) 
note: data are in 2013 US dollars ";9,700
;;#VALUE!
Ecuador ;"$10,600 (2013 est.) 
$9,600 (2012 est.) 
$9,200 (2011 est.) 
note: data are in 2013 US dollars ";10,600
;;#VALUE!
Egypt ;"$6,600 (2013 est.) 
$6,600 (2012 est.) 
$6,600 (2011 est.) 
note: data are in 2013 US dollars ";6,600
;;#VALUE!
El Salvador ;"$7,500 (2013 est.) 
$7,400 (2012 est.) 
$7,300 (2011 est.) 
note: data are in 2013 US dollars ";7,500
;;#VALUE!
Equatorial Guinea ;"$25,700 (2013 est.) 
$26,900 (2012 est.) 
$26,200 (2011 est.) ";25,700
;;#VALUE!
Eritrea ;"$1,200 (2013 est.) 
$1,100 (2012 est.) 
$1,100 (2011 est.) 
note: data are in 2013 US dollars ";1,200
;;#VALUE!
