Country;GDP - per capita (PPP) ;
;;
Swaziland ;"$4,500 (2010 est.) 
$4,400 (2009 est.) 
$4,500 (2008 est.) 
note: data are in 2010 US dollars ";4,500
;;#VALUE!
Sweden ;"$39,100 (2010 est.) 
$37,100 (2009 est.) 
$39,300 (2008 est.) 
note: data are in 2010 US dollars ";39,100
;;#VALUE!
Switzerland ;"$42,600 (2010 est.) 
$41,600 (2009 est.) 
$42,600 (2008 est.) 
note: data are in 2010 US dollars ";42,600
;;#VALUE!
Syria ;"$4,800 (2010 est.) 
$4,800 (2009 est.) 
$4,600 (2008 est.) 
note: data are in 2010 US dollars ";4,800
;;#VALUE!
Taiwan ;"$35,700 (2010 est.) 
$32,300 (2009 est.) 
$33,000 (2008 est.) 
note: data are in 2010 US dollars ";35,700
;;#VALUE!
Tajikistan ;"$2,000 (2010 est.) 
$1,900 (2009 est.) 
$1,800 (2008 est.) 
note: data are in 2010 US dollars ";2,000
;;#VALUE!
Tanzania ;"$1,400 (2010 est.) 
$1,300 (2009 est.) 
$1,300 (2008 est.) 
note: data are in 2010 US dollars ";1,400
;;#VALUE!
Thailand ;"$8,700 (2010 est.) 
$8,200 (2009 est.) 
$8,400 (2008 est.) 
note: data are in 2010 US dollars ";8,700
;;#VALUE!
Timor-Leste ;"$2,600 (2010 est.) 
$2,500 (2009 est.) 
$2,300 (2008 est.) 
note: data are in 2010 US dollars ";2,600
;;#VALUE!
Togo ;"$900 (2010 est.) 
$900 (2009 est.) 
$900 (2008 est.) 
note: data are in 2010 US dollars ";900
;;#VALUE!
Tokelau ;$1,000 (1993 est.) ;1,000
;;#VALUE!
Tonga ;"$6,100 (2010 est.) 
$6,200 (2009 est.) 
$6,300 (2008 est.) 
note: data are in 2010 US dollars ";6,100
;;#VALUE!
Trinidad and Tobago ;"$21,200 (2010 est.) 
$21,200 (2009 est.) 
$22,000 (2008 est.) 
note: data are in 2010 US dollars ";21,200
;;#VALUE!
Tunisia ;"$9,400 (2010 est.) 
$9,200 (2009 est.) 
$9,000 (2008 est.) 
note: data are in 2010 US dollars ";9,400
;;#VALUE!
Turkey ;"$12,300 (2010 est.) 
$11,600 (2009 est.) 
$12,300 (2008 est.) 
note: data are in 2010 US dollars ";12,300
;;#VALUE!
Turkmenistan ;"$7,500 (2010 est.) 
$6,900 (2009 est.) 
$6,600 (2008 est.) 
note: data are in 2010 US dollars ";7,500
;;#VALUE!
Turks and Caicos Islands ;$11,500 (2002 est.) ;11,500
;;#VALUE!
Tuvalu ;"$3,400 (2010 est.) 
$2,900 (2009 est.) 
$3,000 (2008 est.) ";3,400
;;#VALUE!
Uganda ;"$1,300 (2010 est.) 
$1,200 (2009 est.) 
$1,200 (2008 est.) 
note: data are in 2010 US dollars ";1,300
;;#VALUE!
Ukraine ;"$6,700 (2010 est.) 
$6,400 (2009 est.) 
$7,500 (2008 est.) 
note: data are in 2010 US dollars ";6,700
;;#VALUE!
United Arab Emirates ;"$49,600 (2010 est.) 
$49,800 (2009 est.) 
$53,400 (2008 est.) 
note: data are in 2010 US dollars ";49,600
;;#VALUE!
United Kingdom ;"$34,800 (2010 est.) 
$34,600 (2009 est.) 
$36,600 (2008 est.) 
note: data are in 2010 US dollars ";34,800
;;#VALUE!
United States ;"$47,200 (2010 est.) 
$46,400 (2009 est.) 
$48,100 (2008 est.) 
note: data are in 2010 US dollars ";47,200
;;#VALUE!
Uruguay ;"$13,700 (2010 est.) 
$12,700 (2009 est.) 
$12,400 (2008 est.) 
note: data are in 2010 US dollars ";13,700
;;#VALUE!
Uzbekistan ;"$3,100 (2010 est.) 
$2,900 (2009 est.) 
$2,700 (2008 est.) 
note: data are in 2010 US dollars ";3,100
;;#VALUE!
Vanuatu ;"$5,100 (2010 est.) 
$5,100 (2009 est.) 
$5,000 (2008 est.) 
note: data are in 2010 US dollars ";5,100
;;#VALUE!
Venezuela ;"$12,700 (2010 est.) 
$13,100 (2009 est.) 
$13,800 (2008 est.) 
note: data are in 2010 US dollars ";12,700
;;#VALUE!
Vietnam ;"$3,100 (2010 est.) 
$2,900 (2009 est.) 
$2,800 (2008 est.) 
note: data are in 2010 US dollars ";3,100
;;#VALUE!
Virgin Islands ;$14,500 (2004 est.) ;14,500
;;#VALUE!
Wallis and Futuna ;$3,800 (2004 est.) ;3,800
;;#VALUE!
West Bank ;"$2,900 (2008 est.) 
note: data are in 2008 US dollars ";2,900
;;#VALUE!
Western Sahara ;$2,500 (2007 est.) ;2,500
;;#VALUE!
World ;"$11,200 (2010) 
$10,800 (2009) 
$11,000 (2008) 
note: data are in 2010 US dollars ";11,200
;;#VALUE!
Yemen ;"$2,700 (2010 est.) 
$2,600 (2009 est.) 
$2,500 (2008 est.) 
note: data are in 2010 US dollars ";2,700
;;#VALUE!
Zambia ;"$1,500 (2010 est.) 
$1,400 (2009 est.) 
$1,400 (2008 est.) 
note: data are in 2010 US dollars ";1,500
;;#VALUE!
Zimbabwe ;"$500 (2010 est.) 
$400 (2009 est.) 
$400 (2008 est.) 
note: data are in 2010 US dollars ";500
